wind_scen,price_scen,imb_scen,profit_EUR
w5,p1,i4,243914.0951150266
w5,p2,i1,149965.60954654255
w5,p2,i2,155835.62472207448
w5,p2,i3,129837.04127526596
w5,p2,i4,168363.6128444149
w5,p3,i1,166460.85601529255
w5,p3,i2,156135.14636103722
w5,p3,i3,170584.05228124998
w5,p3,i4,175150.63195146277
w5,p4,i1,208953.03926396277
w5,p4,i2,219375.82846077127
w5,p4,i3,192371.14164162232
w5,p4,i4,238562.40671609042
w5,p5,i1,198710.71842686168
w5,p5,i2,195075.2391449468
w5,p5,i3,195598.5095013298
w5,p5,i4,215614.50455984042
w5,p6,i1,235850.53165159572
w5,p6,i2,236374.309768617
w5,p6,i3,224742.82476861702
w5,p6,i4,259425.9751356383
w5,p7,i1,185103.18928457447
w5,p7,i2,189447.3971462766
w5,p7,i3,165969.24888563828
w5,p7,i4,208209.2609388298
w5,p8,i1,14415.321726063828
w5,p8,i2,15026.340013297871
w5,p8,i3,11249.527284574468
w5,p8,i4,15865.228162234042
w5,p9,i1,8686.13108111702
w5,p9,i2,8633.051985372342
w5,p9,i3,7407.179958776596
w5,p9,i4,9993.989027925532
w5,p10,i1,68105.23414295213
w5,p10,i2,69119.29532380319
w5,p10,i3,57547.5537918883
w5,p10,i4,77551.11902593085
w5,p11,i1,190047.07301396277
w5,p11,i2,183421.31063098402
w5,p11,i3,189906.04028523935
w5,p11,i4,204562.00596609042
w5,p12,i1,249749.04874601064
w5,p12,i2,247051.86978856384
w5,p12,i3,241390.3896289894
w5,p12,i4,273292.9461875
w5,p13,i1,309857.63818949467
w5,p13,i2,311185.2485618351
w5,p13,i3,300290.36142353725
w5,p13,i4,343777.8266522606
w5,p14,i1,251647.05615625
w5,p14,i2,252437.2086775266
w5,p14,i3,234500.89698071807
w5,p14,i4,277680.53423603723
w5,p15,i1,106248.49419414892
w5,p15,i2,115885.06046010637
w5,p15,i3,87212.80196010639
w5,p15,i4,123511.82345478723
w5,p16,i1,174402.51640957445
w5,p16,i2,166530.3189680851
w5,p16,i3,176526.99035106384
w5,p16,i4,186740.36310638298
w5,p17,i1,138070.256325133
w5,p17,i2,143651.8360325798
w5,p17,i3,121497.32321343085
w5,p17,i4,155949.2703889628
w5,p18,i1,268556.375599734
w5,p18,i2,267781.3951263298
w5,p18,i3,261298.4578550532
w5,p18,i4,293348.30354654253
w5,p19,i1,128034.29926329787
w5,p19,i2,136102.2834175532
w5,p19,i3,107118.1638962766
w5,p19,i4,145275.85268351066
w5,p20,i1,36066.82720013298
w5,p20,i2,39378.17763098404
w5,p20,i3,31956.46027992021
w5,p20,i4,40856.863886303196
w6,p1,i1,573218.6901522606
w6,p1,i2,606222.1475511967
w6,p1,i3,604905.9819554521
w6,p1,i4,667317.5894075797
w6,p2,i1,434701.8449880319
w6,p2,i2,467345.1939242021
w6,p2,i3,426029.4346742021
w6,p2,i4,506810.3216954787
w6,p3,i1,329917.40357513295
w6,p3,i2,335914.4157240691
w6,p3,i3,340002.4474634308
w6,p3,i4,367739.1159581117
w6,p4,i1,650663.9637287233
w6,p4,i2,703585.6843297873
w6,p4,i3,662162.2467978724
w6,p4,i4,772063.879574468
w6,p5,i1,477203.00763829786
w6,p5,i2,501469.4755265957
w6,p5,i3,486445.14128723403
w6,p5,i4,548307.7943882978
w6,p6,i1,601793.247918218
w6,p6,i2,639827.0031788563
w6,p6,i3,607899.7221309841
w6,p6,i4,697768.2629394947
w6,p7,i1,514647.7966801862
w6,p7,i2,553742.055499335
w6,p7,i3,509211.8987174202
w6,p7,i4,603742.0129195479
w6,p8,i1,47011.90193683511
w6,p8,i2,49559.39656449468
w6,p8,i3,43091.82356981383
w6,p8,i4,52946.98653257979
w6,p9,i1,22335.57863630319
w6,p9,i2,23288.558370345745
w6,p9,i3,21908.217529920214
w6,p9,i4,26796.707450132977
w6,p10,i1,203089.08662300534
w6,p10,i2,213940.00759109043
w6,p10,i3,198600.7134155585
w6,p10,i4,240463.40986236703
w6,p11,i1,445670.9807406915
w6,p11,i2,463297.43230452127
w6,p11,i3,458524.2390598404
w6,p11,i4,509871.8495917553
w6,p12,i1,635907.3727785904
w6,p12,i2,668269.19140625
w6,p12,i3,650156.015549867
w6,p12,i4,734154.0880445478
w6,p13,i1,819564.9887519947
w6,p13,i2,869954.6474222074
w6,p13,i3,842534.2910977392
w6,p13,i4,956021.7795924202
w6,p14,i1,678705.050206117
w6,p14,i2,717659.9575412234
w6,p14,i3,684378.591243351
w6,p14,i4,786617.4816529255
w6,p15,i1,361972.2971243351
w6,p15,i2,396224.90666156914
w6,p15,i3,357109.29640625
w6,p15,i4,431509.7642147606
w6,p16,i1,394434.497224734
w6,p16,i2,406983.2155598404
w6,p16,i3,407591.3022992021
w6,p16,i4,449277.68910771277
w6,p17,i1,403851.68050465424
w6,p17,i2,432657.1541589096
w6,p17,i3,400509.47898337763
w6,p17,i4,472694.1764142287
w6,p18,i1,687983.8132207447
w6,p18,i2,728024.2574813829
w6,p18,i3,703206.3372898935
w6,p18,i4,790989.3663218084
w6,p19,i1,406053.75341821805
w6,p19,i2,439684.35856715427
w6,p19,i3,397209.59938098403
w6,p19,i4,474717.6069288564
w6,p20,i1,126710.8566775266
w6,p20,i2,138220.7598743351
w6,p20,i3,127412.7194381649
w6,p20,i4,145912.13407646277
w7,p1,i1,535388.8846482713
w7,p1,i2,562589.6711855053
w7,p1,i3,566312.9548503989
w7,p1,i4,624265.4161482713
w7,p2,i1,405835.7917792553
w7,p2,i2,435710.4492526596
w7,p2,i3,396883.8449494681
w7,p2,i4,473956.9896835107
w7,p3,i1,321195.9118231383
w7,p3,i2,323960.03257845744
w7,p3,i3,337256.2091529255
w7,p3,i4,363708.88607313833
w7,p4,i1,608636.9743510638
w7,p4,i2,656681.3491755319
w7,p4,i3,618836.4803404255
w7,p4,i4,722825.853787234
w7,p5,i1,440501.2662406915
w7,p5,i2,458763.8545917553
w7,p5,i3,450965.9842087766
w7,p5,i4,507568.50779920217
w7,p6,i1,559905.8712400266
w7,p6,i2,591375.818612367
w7,p6,i3,567785.3208410904
w7,p6,i4,651440.1477027925
w7,p7,i1,464631.6867699468
w7,p7,i2,497609.4122646277
w7,p7,i3,457754.2979295213
w7,p7,i4,544559.0619773937
w7,p8,i1,45944.00986569149
w7,p8,i2,48537.56691888298
w7,p8,i3,42324.10196675532
w7,p8,i4,51966.75584973404
w7,p9,i1,21780.321690159577
w7,p9,i2,22740.762386968087
w7,p9,i3,21583.328652925535
w7,p9,i4,26385.307567819153
w7,p10,i1,198327.49763430853
w7,p10,i2,208951.5971875
w7,p10,i3,195250.40333111704
w7,p10,i4,235974.88745345746
w7,p11,i1,424592.2957207447
w7,p11,i2,438066.8874335106
w7,p11,i3,440057.3481569149
w7,p11,i4,488482.07463031914
w7,p12,i1,600778.5150625
w7,p12,i2,627729.0402965426
w7,p12,i3,616328.131381649
w7,p12,i4,695679.631775266
w7,p13,i1,762788.6697579788
w7,p13,i2,804162.2931835107
w7,p13,i3,786314.1837952128
w7,p13,i4,891405.1101303191
w7,p14,i1,637160.1296043883
w7,p14,i2,671077.6681735372
w7,p14,i3,643145.1119235372
w7,p14,i4,740205.299274601
w7,p15,i1,322613.10641023936
w7,p15,i2,352992.7560964096
w7,p15,i3,313952.4735113032
w7,p15,i4,383072.67367619684
w7,p16,i1,367398.6658550532
w7,p16,i2,375108.9131635638
w7,p16,i3,382344.9107433511
w7,p16,i4,420348.0904880319
w7,p17,i1,392798.913137633
w7,p17,i2,419685.57483976067
w7,p17,i3,390333.6421057181
w7,p17,i4,460014.3366216756
w7,p18,i1,645567.8771156915
w7,p18,i2,678897.0668390958
w7,p18,i3,662800.1127486703
w7,p18,i4,744834.1297380319
w7,p19,i1,377136.86026462767
w7,p19,i2,407702.0124773936
w7,p19,i3,366894.3266901596
w7,p19,i4,439992.94213164895
w7,p20,i1,122634.43629654257
w7,p20,i2,133900.16272207448
w7,p20,i3,122766.38582845745
w7,p20,i4,140841.33424335107
w8,p1,i1,519038.6364860372
w8,p1,i2,544141.1048264627
w8,p1,i3,550083.9752094415
w8,p1,i4,604899.8427147606
w8,p2,i1,349625.3033158244
w8,p2,i2,373496.1025764627
w8,p2,i3,338212.8176828457
w8,p2,i4,405822.97591156914
w8,p3,i1,332858.76103324466
w8,p3,i2,336634.3642779255
w8,p3,i3,350071.7882992021
w8,p3,i4,377550.8080598404
w8,p4,i1,524405.2390405585
w8,p4,i2,563575.3986363031
w8,p4,i3,529281.2571948138
w8,p4,i4,619079.1716841755
w8,p5,i1,433060.2811815159
w8,p5,i2,451652.16193683504
w8,p5,i3,444947.23361768614
w8,p5,i4,499521.37100066483
w8,p6,i1,526312.5960964095
w8,p6,i2,554572.5389208776
w8,p6,i3,533127.4166496011
w8,p6,i4,610397.6615006649
w8,p7,i1,421260.794193484
w8,p7,i2,449994.03057114355
w8,p7,i3,412531.9637892287
w8,p7,i4,490938.7687892287
w8,p8,i1,34878.09986502659
w8,p8,i2,36495.314705452125
w8,p8,i3,31258.61546609042
w8,p8,i4,38967.242604388295
w8,p9,i1,18393.13194680851
w8,p9,i2,18956.549319148937
w8,p9,i3,17921.481090425532
w8,p9,i4,22030.880585106384
w8,p10,i1,159026.11076529254
w8,p10,i2,166482.53055784575
w8,p10,i3,153717.0439780585
w8,p10,i4,187953.93556316488
w8,p11,i1,414365.86778457445
w8,p11,i2,427439.23863563826
w8,p11,i3,431181.6829015957
w8,p11,i4,477388.8939175532
w8,p12,i1,562887.3316549202
w8,p12,i2,586477.6455272606
w8,p12,i3,577674.447862367
w8,p12,i4,650802.8862772606
w8,p13,i1,717284.4833829787
w8,p13,i2,755253.4283670213
w8,p13,i3,738818.6836755319
w8,p13,i4,836963.2311755319
w8,p14,i1,580116.1496761967
w8,p14,i2,608504.885149601
w8,p14,i3,584175.6545910904
w8,p14,i4,671640.1617666223
w8,p15,i1,273105.1699162234
w8,p15,i2,298754.2042140957
w8,p15,i3,262697.12881515955
w8,p15,i4,323491.7033364361
w8,p16,i1,372497.37468749995
w8,p16,i2,381994.20158643613
w8,p16,i3,389712.89279388293
w8,p16,i4,427877.96906515956
w8,p17,i1,326023.6034906915
w8,p17,i2,346522.4245545213
w8,p17,i3,321112.69717154256
w8,p17,i4,380988.06907579786
w8,p18,i1,609245.2102001329
w8,p18,i2,639008.0704394947
w8,p18,i3,624470.6413384308
w8,p18,i4,700896.8546894946
w8,p19,i1,313665.89399468084
w8,p19,i2,338205.91017021274
w8,p19,i3,300258.77036170213
w8,p19,i4,363862.28511702124
w8,p20,i1,95916.3364481383
w8,p20,i2,104855.60160771277
w8,p20,i3,94299.50074069148
w8,p20,i4,109794.38830452127
w9,p1,i1,273041.0165412234
w9,p1,i2,273924.1587486702
w9,p1,i3,280363.81681781914
w9,p1,i4,303762.3444507979
w9,p2,i1,236033.7923397606
w9,p2,i2,248905.8423078457
w9,p2,i3,219287.28830252658
w9,p2,i4,270840.8629461436
w9,p3,i1,188927.00436768617
w9,p3,i2,179478.1813198138
w9,p3,i3,194097.13267619678
w9,p3,i4,201147.2440910904
w9,p4,i1,325891.8072972074
w9,p4,i2,346330.6657067819
w9,p4,i3,314773.5540578457
w9,p4,i4,379900.4846908244
w9,p5,i1,249394.60265691488
w9,p5,i2,247369.51380585105
w9,p5,i3,247411.06760904254
w9,p5,i4,274124.03083244676
w9,p6,i1,318214.47869813826
w9,p6,i2,324358.994724734
w9,p6,i3,310224.4177992021
w9,p6,i4,356969.7050172872
w9,p7,i1,274222.5435146276
w9,p7,i2,285618.48705718084
w9,p7,i3,258456.79854122337
w9,p7,i4,314853.5799188829
w9,p8,i1,28253.059926196802
w9,p8,i2,29914.097410239356
w9,p8,i3,25146.191229388292
w9,p8,i4,32327.956527260634
w9,p9,i1,14391.95970944149
w9,p9,i2,14800.719438164893
w9,p9,i3,13447.327448803191
w9,p9,i4,17007.55111369681
w9,p10,i1,121383.58545478723
w9,p10,i2,125635.42375265957
w9,p10,i3,113477.07348138296
w9,p10,i4,142054.07510904255
w9,p11,i1,237289.29526396276
w9,p11,i2,232669.29709374998
w9,p11,i3,238771.76297140957
w9,p11,i4,259774.51971077124
w9,p12,i1,333334.4232945478
w9,p12,i2,336032.44566688826
w9,p12,i3,328551.4259381649
w9,p12,i4,371910.91508710105
w9,p13,i1,412406.7115279255
w9,p13,i2,419818.3943577127
w9,p13,i3,407540.2716609042
w9,p13,i4,464534.1514162234
w9,p14,i1,356427.2135472074
w9,p14,i2,364543.4788450797
w9,p14,i3,343464.29975465423
w9,p14,i4,401758.8522706117
w9,p15,i1,183257.42862433507
w9,p15,i2,199130.06077327125
w9,p15,i3,167271.87181050528
w9,p15,i4,215517.21352327126
w9,p16,i1,209329.32638231383
w9,p16,i2,201902.44662699467
w9,p16,i3,212332.89284507977
w9,p16,i4,226912.81902593083
w9,p17,i1,225685.03917819148
w9,p17,i2,238462.6197898936
w9,p17,i3,213513.7974547872
w9,p17,i4,260987.75787499998
w9,p18,i1,349977.9484055851
w9,p18,i2,354756.6837779255
w9,p18,i3,346481.07482579787
w9,p18,i4,388983.02553324465
w9,p19,i1,215361.4549235372
w9,p19,i2,230707.3112160904
w9,p19,i3,198425.07715757977
w9,p19,i4,249507.3550192819
w9,p20,i1,62336.90236901595
w9,p20,i2,67580.58090093084
w9,p20,i3,60575.042017952124
w9,p20,i4,71837.80199135638
w10,p1,i1,540218.7619594415
w10,p1,i2,566988.2229913564
w10,p1,i3,565085.7361030586
w10,p1,i4,624234.9867041224
w10,p2,i1,403583.11003125
w10,p2,i2,432889.9088078457
w10,p2,i3,391043.01073337765
w10,p2,i4,467375.5512227394
w10,p3,i1,338756.179793883
w10,p3,i2,341968.60582047876
w10,p3,i3,352273.2135757979
w10,p3,i4,381229.4237194149
w10,p4,i1,592893.8568410905
w10,p4,i2,638771.2044740692
w10,p4,i3,597342.6190166223
w10,p4,i4,698367.0315378989
w10,p5,i1,455600.6075824468
w10,p5,i2,474865.79039627657
w10,p5,i3,461769.8527792553
w10,p5,i4,520472.5687101064
w10,p6,i1,567248.1355910904
w10,p6,i2,598170.7169581117
w10,p6,i3,569673.8293357713
w10,p6,i4,653756.5253091755
w10,p7,i1,466895.9667273936
w10,p7,i2,498987.4882327128
w10,p7,i3,455157.3723976064
w10,p7,i4,540822.9910465425
w10,p8,i1,44343.151740026595
w10,p8,i2,46567.85686236702
w10,p8,i3,40408.87809640957
w10,p8,i4,49419.537362367024
w10,p9,i1,21132.583880984046
w10,p9,i2,21947.622019281916
w10,p9,i3,20859.130769281917
w10,p9,i4,25498.920545877663
w10,p10,i1,192188.53330651598
w10,p10,i2,202244.06102460108
w10,p10,i3,187880.52976928191
w10,p10,i4,227260.25512034574
w10,p11,i1,434221.1968304521
w10,p11,i2,448073.3770378989
w10,p11,i3,445649.9845325798
w10,p11,i4,495808.57423470746
w10,p12,i1,605246.0038716756
w10,p12,i2,631820.3679248671
w10,p12,i3,615493.2567280586
w10,p12,i4,695655.9921269946
w10,p13,i1,763753.1884547872
w10,p13,i2,804248.7293005319
w10,p13,i3,779722.0490079788
w10,p13,i4,885319.8739175532
w10,p14,i1,634375.987206117
w10,p14,i2,666948.4665944149
w10,p14,i3,634307.6563284574
w10,p14,i4,730699.2935678192
w10,p15,i1,309611.19542154256
w10,p15,i2,338560.33525132976
w10,p15,i3,296679.86805452127
w10,p15,i4,363471.981474734
w10,p16,i1,380257.8050964096
w10,p16,i2,388691.4126868351
w10,p16,i3,391621.6728570479
w10,p16,i4,431624.9173889628
w10,p17,i1,386117.41645611706
w10,p17,i2,412575.14919015963
w10,p17,i3,380322.2298550532
w10,p17,i4,449175.227131649
w10,p18,i1,656961.2083583777
w10,p18,i2,690471.1742307182
w10,p18,i3,668189.820762633
w10,p18,i4,752005.9626988033
w10,p19,i1,371430.0961609043
w10,p19,i2,401544.8140970745
w10,p19,i3,357224.56376728724
w10,p19,i4,429207.6101077128
w10,p20,i1,124970.95722739362
w10,p20,i2,136927.86197739362
w10,p20,i3,123640.6150518617
w10,p20,i4,142389.5331263298
w11,p1,i1,454406.27238098404
w11,p1,i2,472515.23714162235
w11,p1,i3,477397.3078703457
w11,p1,i4,524383.9573224734
w11,p2,i1,343083.10496409575
w11,p2,i2,367020.5643736702
w11,p2,i3,331420.8487406915
w11,p2,i4,399911.5038045213
w11,p3,i1,285562.2748570479
w11,p3,i2,284534.4297081117
w11,p3,i3,297841.65926662233
w11,p3,i4,319163.0305272606
w11,p4,i1,507463.64488829783
w11,p4,i2,545633.3496382978
w11,p4,i3,510288.7507393617
w11,p4,i4,600528.517574468
w11,p5,i1,380638.82206848403
w11,p5,i2,392142.7625791223
w11,p5,i3,387103.12111635634
w11,p5,i4,434369.7642706117
w11,p6,i1,479884.04803124996
w11,p6,i2,502577.62874401594
w11,p6,i3,482237.20897273935
