wind_scen,price_scen,imb_scen,profit_EUR
w2,p18,i2,25972.547177526612
w2,p18,i3,38943.79290558513
w2,p18,i4,3248.4633444149113
w2,p19,i1,23416.639697473416
w2,p19,i2,7706.388161569158
w2,p19,i3,15939.781316489372
w2,p19,i4,-3768.245442154251
w2,p20,i1,2206.0751928191544
w2,p20,i2,-2950.382493351062
w2,p20,i3,-204.27483377659172
w2,p20,i4,-5532.975744680851
w3,p1,i1,660811.0783730053
w3,p1,i2,665941.0311562499
w3,p1,i3,670948.8241402926
w3,p1,i4,678066.7701954787
w3,p2,i1,413218.1762074468
w3,p2,i2,415046.35002659576
w3,p2,i3,415040.3537367021
w3,p2,i4,419890.4233523936
w3,p3,i1,320496.411987367
w3,p3,i2,319576.4456648936
w3,p3,i3,320525.04432712763
w3,p3,i4,321107.85869281914
w3,p4,i1,695833.7292227393
w3,p4,i2,701435.8510146276
w3,p4,i3,703247.8869621011
w3,p4,i4,712038.9425465425
w3,p5,i1,474183.5794827127
w3,p5,i2,476221.9740804521
w3,p5,i3,477935.169012633
w3,p5,i4,482416.8089228723
w3,p6,i1,601428.6456968085
w3,p6,i2,604658.6648942819
w3,p6,i3,605413.2716283244
w3,p6,i4,611957.6602147606
w3,p7,i1,479777.8458430851
w3,p7,i2,481973.0653517287
w3,p7,i3,482377.98569880315
w3,p7,i4,488548.8413503989
w3,p8,i1,37100.81898537234
w3,p8,i2,36999.81423005319
w3,p8,i3,36729.3996662234
w3,p8,i4,37003.675827127656
w3,p9,i1,18907.93174069149
w3,p9,i2,18795.31122273936
w3,p9,i3,18749.97665425532
w3,p9,i4,18894.874579787233
w3,p10,i1,172973.92630252658
w3,p10,i2,172783.34823670212
w3,p10,i3,172181.84370013297
w3,p10,i4,173752.61593018615
w3,p11,i1,461028.58340757975
w3,p11,i2,462440.79975465423
w3,p11,i3,464701.1883377659
w3,p11,i4,468239.2714554521
w3,p12,i1,662343.5078776595
w3,p12,i2,664925.0808417553
w3,p12,i3,668042.6431356383
w3,p12,i4,673864.454886968
w3,p13,i1,886477.634299867
w3,p13,i2,892551.5436875
w3,p13,i3,895999.755855718
w3,p13,i4,906103.9349900265
w3,p14,i1,702053.3808291223
w3,p14,i2,705568.9408264627
w3,p14,i3,707981.7805465425
w3,p14,i4,715515.4681489362
w3,p15,i1,368738.8984488032
w3,p15,i2,372491.205755984
w3,p15,i3,373207.8835618351
w3,p15,i4,379339.30907513294
w3,p16,i1,398400.8982240691
w3,p16,i2,398968.39227127656
w3,p16,i3,401575.60036968085
w3,p16,i4,404060.4764341755
w3,p17,i1,382110.60316888295
w3,p17,i2,383075.75795212766
w3,p17,i3,383582.36371210107
w3,p17,i4,386955.6523730053
w3,p18,i1,721663.8433603724
w3,p18,i2,725297.4567533245
w3,p18,i3,727678.7288065159
w3,p18,i4,734471.8436389627
w3,p19,i1,385434.8968357713
w3,p19,i2,387453.59628324467
w3,p19,i3,387712.7295206117
w3,p19,i4,392462.74943284574
w3,p20,i1,118368.9059587766
w3,p20,i2,119341.9120718085
w3,p20,i3,118949.17547606383
w3,p20,i4,120369.6706449468
w4,p1,i1,544723.6799155585
w4,p1,i2,544687.3299547873
w4,p1,i3,551319.906975399
w4,p1,i4,553442.4167898936
w4,p2,i1,313521.074068484
w4,p2,i2,310644.7846369681
w4,p2,i3,313176.6863956117
w4,p2,i4,311554.8553889628
w4,p3,i1,321011.7842925532
w4,p3,i2,319937.42077992024
w4,p3,i3,323339.38693284575
w4,p3,i4,324709.4065113032
w4,p4,i1,513714.35062367027
w4,p4,i2,511337.8083929522
w4,p4,i3,515557.9078144947
w4,p4,i4,513677.79961303197
w4,p5,i1,416015.8128570479
w4,p5,i2,415432.7162506649
w4,p5,i3,419513.4421881649
w4,p5,i4,420635.81620611704
w4,p6,i1,502571.79127859045
w4,p6,i2,500855.4389089096
w4,p6,i3,505011.5580392287
w4,p6,i4,505472.7884408245
w4,p7,i1,381094.4895844415
w4,p7,i2,378667.87325
w4,p7,i3,381222.48134109046
w4,p7,i4,380103.10477460106
w4,p8,i1,25927.388513297872
w4,p8,i2,25474.57394547872
w4,p8,i3,25792.108761303192
w4,p8,i4,25162.401449468085
w4,p9,i1,15520.92438231383
w4,p9,i2,15285.688427526597
w4,p9,i3,15298.67154587766
w4,p9,i4,15156.051555851065
w4,p10,i1,130470.364
w4,p10,i2,128937.22343949469
w4,p10,i3,129246.2589481383
w4,p10,i4,127576.73258710107
w4,p11,i1,406767.816793883
w4,p11,i2,406028.7983045213
w4,p11,i3,410616.23033111705
w4,p11,i4,411757.16326595744
w4,p12,i1,550176.1706030585
w4,p12,i2,548238.7720644947
w4,p12,i3,553764.1338829787
w4,p12,i4,554289.2012094415
w4,p13,i1,718813.8882220745
w4,p13,i2,717858.5525
